doc_id,start_pos,end_pos,surface,type,identifier
document_000125.html,77,85,Don Juan,MISC,Q192039
document_000126.html,64,82,James Epps and Co.,ORG,NIL
document_000127.html,0,8,R. Smith,PER,NIL
document_000128.html,0,3,The,MISC,NIL
document_000128.html,4,14,Enthusiast,MISC,NIL
document_000128.html,48,65,F.W. Horn- castle,PER,NIL
document_000129.html,85,94,Gasparini,PER,Q446955
document_000129.html,99,104,Lotti,PER,Q168345
document_000135.html,5,11,Adagio,MISC,NIL
document_000136.html,23,53,Allegretto Scherzando con Brio,MISC,NIL
document_000137.html,57,73,Pio Glanchettini,PER,Q18819786
document_000138.html,5,10,Fenzi,PER,NIL
document_000138.html,22,27,Guida,PER,NIL
document_000139.html,12,32,Studii of Palestrina,MISC,NIL
document_000140.html,25,30,Forde,PER,NIL
document_000142.html,60,67,Messiah,MISC,Q207732
document_000143.html,14,54,Counterpoint of the ancients and moderns,MISC,NIL
document_000144.html,0,15,Mr. Kalkbrenner,PER,Q170270
document_000145.html,55,60,Pagin,PER,Q516496
document_000145.html,93,103,Van Malder,PER,Q509130
document_000145.html,105,121,Dominico Ferrari,PER,Q1237139
document_000145.html,81,91,Gi- ardini,PER,NIL
document_000146.html,0,19,Roller and Blanchet,ORG,NIL
document_000147.html,41,50,Concordia,ORG,NIL
document_000147.html,60,69,J. Barney,PER,NIL
document_000149.html,78,95,Hallfield - place,LOC,NIL
document_000151.html,58,75,trio of the Fates,MISC,NIL
document_000155.html,33,46,Mr. H. Keeton,PER,Q1438256
document_000156.html,19,29,Annie Albu,PER,NIL
document_000156.html,31,42,Amy Aylward,PER,NIL
document_000156.html,44,56,Jessie Jones,PER,NIL
document_000156.html,58,71,Agnes Larkcom,PER,NIL
document_000156.html,77,92,Marian Williams,PER,NIL
document_000158.html,30,36,Berliz,LOC,Q64
document_000159.html,99,110,Mr. Clifton,PER,Q6224338
document_000159.html,112,122,Mr. Crouch,PER,NIL
document_000159.html,124,137,Mr. Eavestaff,PER,NIL
document_000159.html,143,155,Mr. Banister,PER,NIL
document_000160.html,6,13,Barbaja,PER,Q908235
document_000161.html,63,84,the Incantation Scene,MISC,NIL
document_000162.html,102,114,Briderkizche,LOC,NIL
document_000163.html,0,6,Rachel,PER,NIL
document_000169.html,52,82,Charleston Presbyterian Church,LOC,NIL
document_000170.html,0,8,M. Spohr,PER,Q57226
document_000170.html,52,67,Pietra @ Albano,MISC,NIL
document_000173.html,33,39,Mr. S.,PER,NIL
document_000176.html,42,53,Tor di Nona,LOC,Q3516772
document_000177.html,0,8,Grazioli,PER,Q1525873
document_000183.html,39,49,John Parry,PER,Q3399352
document_000183.html,26,34,Levassor,PER,NIL
document_000184.html,39,53,Trinity Chapel,LOC,Q7842633
document_000186.html,107,115,Oratorio,MISC,NIL
document_000188.html,0,25,The Societa Filodramatica,ORG,NIL
document_000189.html,66,85,Mademoiselle Sontag,PER,Q64098
document_000190.html,73,81,Caffiaux,PER,NIL
document_000191.html,25,32,Antient,MISC,Q17510840
document_000191.html,4,16,Philharmonic,ORG,NIL
document_000192.html,0,6,Ramsay,PER,Q654775
document_000194.html,38,71,National Training School of Music,ORG,Q55082727
document_000195.html,50,59,Franconia,LOC,Q150907
document_000195.html,0,4,Zahn,PER,NIL
document_000197.html,3,20,Mr. Willert Beale,PER,Q7795125
document_000198.html,0,9,Dr. Barry,PER,NIL
document_000198.html,170,177,Society,ORG,NIL
document_000203.html,34,43,S. Glover,PER,NIL
document_000204.html,59,71,Dr. Sullivan,PER,NIL
document_000205.html,55,74,Mr. William Laidlaw,PER,Q8014247
document_000205.html,2,18,Mr. Joseph Skeaf,PER,NIL
document_000205.html,79,95,Mr. T. Armstrong,PER,NIL
document_000206.html,3,14,In Memoriam,MISC,NIL
document_000209.html,80,97,Maestro del Fante,PER,Q18416097
document_000210.html,30,40,C. Novello,PER,Q4322567
document_000210.html,62,73,Alfred Shaw,PER,Q3291051
document_000210.html,91,99,Phillips,PER,NIL
document_000210.html,110,116,Walton,PER,NIL
document_000210.html,122,134,J. Isherwood,PER,NIL
document_000213.html,38,77,Accompanying Harmonies to Psalter Noted,MISC,NIL
document_000216.html,30,41,Mr. Griffin,PER,NIL
document_000218.html,0,6,Weisse,PER,NIL
document_000218.html,39,62,Chapel Royal of Prussia,ORG,NIL
document_000220.html,0,18,Miss Minnie Curtis,PER,NIL
document_000220.html,91,109,Miss Adeline Payel,PER,NIL
document_000220.html,114,128,Miss Kate Wild,PER,NIL
document_000222.html,48,58,M. Chelard,PER,Q924686
document_000223.html,0,17,Annie Butterworth,PER,NIL
document_000223.html,19,33,Hannah Edouard,PER,NIL
document_000223.html,35,52,Marietta Phillips,PER,NIL
document_000223.html,54,65,Marie Duval,PER,NIL
document_000223.html,67,85,Mary Jane Williams,PER,NIL
document_000225.html,43,60,Hallfield - place,LOC,NIL
document_000226.html,71,90,Dr. H. J. Gauntlett,PER,Q11925412
document_000227.html,99,111,Fanny Steers,PER,Q104234927
document_000227.html,7,43,The streams that wind amid the hills,MISC,NIL
document_000228.html,70,79,Louis XIV,PER,NIL
document_000230.html,40,58,Memuirs of Rossini,MISC,NIL
document_000234.html,0,7,Beasley,PER,NIL
document_000234.html,9,26,Llewellyn Bagnall,PER,NIL
document_000234.html,28,45,Alice Mary Curtis,PER,NIL
document_000234.html,47,58,nia Sheehan,PER,NIL
document_000234.html,60,76,Johanna Ludovici,PER,NIL
document_000234.html,78,91,Beata Francis,PER,NIL
document_000235.html,71,88,Pontifical Chapel,LOC,NIL
document_000237.html,0,10,Lord Bacon,PER,Q37388
document_000237.html,12,19,Addison,PER,Q206384
document_000237.html,21,30,Dr. Brown,PER,NIL
document_000238.html,10,37,St. Mary - at - Hill Church,LOC,Q7594548
document_000239.html,0,11,Mr. Weidner,PER,NIL
document_000240.html,21,45,Catalogue of Manuscripts,MISC,NIL
document_000241.html,39,46,Society,ORG,NIL
document_000241.html,84,98,Mr. F. N. Lohr,PER,NIL
document_000242.html,37,51,theatre Favart,LOC,Q872222
document_000243.html,26,36,Mr. Brooke,PER,NIL
document_000245.html,34,41,Tartini,PER,Q108555
document_000246.html,50,56,Fenton,LOC,NIL
document_000246.html,58,66,Abesford,LOC,NIL
document_000248.html,4,8,York,LOC,Q42462
document_000248.html,22,29,meeting,MISC,NIl
document_000249.html,2,26,Mrs. Mounsey Bartholomew,PER,Q4766585
document_000249.html,39,47,H. Smart,PER,Q466189
document_000249.html,66,81,Brinley Richard,PER,Q4850963
document_000249.html,28,37,J. Barnby,PER,NIL
document_000250.html,0,6,Sontag,PER,Q64098
document_000250.html,26,34,Brussels,LOC,Q9005
document_000251.html,43,67,La Sincerita trionphante,MISC,NIL
document_000253.html,29,45,Lord Chamberlain,PER,Q541755
document_000253.html,8,17,Mr. Hawes,PER,NIL
document_000254.html,0,10,Mr. Linley,PER,Q5541748
document_000255.html,40,55,central Germany,LOC,Q524856
document_000256.html,36,46,Sir Sidney,PER,NIL
document_000257.html,4,39,London Gregorian Choral Association,ORG,NIL
document_000259.html,64,98,National Training School for Music,ORG,Q55082727
document_000260.html,0,5,Grisi,PER,Q287344
document_000261.html,12,23,John Dobson,PER,NIL
document_000262.html,67,83,Societa Armonica,ORG,NIL
document_000262.html,120,133,Mr. Armstrong,PER,NIL
document_000263.html,0,7,Tauride,MISC,NIL
document_000267.html,42,62,CHARLES JOSEPH FROST,PER,Q94766323
document_000267.html,0,27,A COLLECTION OF ORGAN PIECE,MISC,NIL
document_000268.html,0,26,A Word or Two on the Flute,MISC,NIL
document_000268.html,31,42,N. W. James,PER,NIL
document_000270.html,24,35,Mrs. Bridge,PER,NIL
document_000270.html,37,53,Miss Pocklington,PER,NIL
document_000270.html,55,69,Miss E. Taylor,PER,NIL
document_000270.html,71,87,Mrs. Littlehales,PER,NIL
document_000270.html,93,112,Rev. G. C. Robinson,PER,NIL
document_000270.html,118,127,Mr. Fieid,PER,NIL
document_000272.html,13,30,Ciro riconosciuto,MISC,Q18325000
document_000280.html,40,61,Chevalier de Lorraine,PER,Q916954
document_000281.html,51,60,Schneider,PER,Q213906
document_000281.html,62,67,Loewe,PER,Q158899
document_000282.html,0,5,Ferri,PER,Q804749
document_000282.html,7,16,Matteucci,PER,NIL
document_000283.html,0,18,Symphony in E flat,MISC,NIL
document_000284.html,22,37,Madame Caradori,PER,Q16065895
document_000284.html,42,64,Mademoiselle Brambilla,PER,Q3847905
document_000284.html,80,95,Signors Curioni,PER,Q87346693
document_000284.html,97,107,Pellegrini,PER,NIL
document_000284.html,113,118,Porto,PER,NIL
document_000284.html,122,134,Mr. A. Sapio,PER,NIL
document_000287.html,84,99,Rev. Mr. Liston,PER,Q5724966
document_000290.html,36,47,the Passion,MISC,Q237382
document_000291.html,0,6,Varesi,PER,Q102075928
document_000292.html,52,57,Rebel,PER,NIL
document_000293.html,0,11,Mr. Latovur,PER,NIL
document_000294.html,30,46,Miss Edith Wynne,PER,Q7422270
document_000294.html,62,71,Mr. Lloyd,PER,Q5344187
document_000296.html,0,11,Antoine Law,PER,NIL
document_000297.html,46,56,Mr. Cowper,PER,Q315537
document_000298.html,0,12,Mr. J. Wylde,PER,NIL
document_000301.html,2,8,Jodran,PER,NIL
document_000301.html,50,57,Soretti,PER,NIL
document_000302.html,14,22,M. Buium,PER,NIL
document_000306.html,35,44,M. Simard,PER,NIL
document_000308.html,65,77,Allan Ramsay,PER,Q654775
document_000309.html,49,69,Dr. Clarke Whitfield,PER,Q6226247
document_000310.html,23,32,Miss Wood,PER,NIL
document_000310.html,56,63,Bowling,PER,NIL
document_000314.html,0,22,Gehring Jean Guillaume,PER,NIL
document_000316.html,74,92,Her Royal Highness,PER,Q61328
document_000316.html,93,117,the Duchess of Cambridge,PER,NIL
document_000317.html,38,64,the Italian Improvisiatori,MISC,Q6007897
document_000319.html,17,29,Boyton Smith,PER,Q110136517
document_000319.html,31,43,E. H. Thorne,PER,Q5345615
document_000319.html,86,97,John Hullah,PER,Q6253603
document_000319.html,59,74,E. M. Delaborde,PER,NIL
document_000319.html,76,84,E. Silas,PER,NIL
document_000319.html,99,111,E. H. Turpin,PER,NIL
document_000319.html,113,123,Franz Nava,PER,NIL
document_000319.html,142,157,C. W. Lavington,PER,NIL
document_000319.html,159,175,J. E. Richardson,PER,NIL
document_000319.html,177,192,R. Forsey Brion,PER,NIL
document_000319.html,198,209,J. Tilleard,PER,NIL
document_000320.html,0,17,The Boylston Clab,ORG,NIL
document_000320.html,60,78,Mr Geos L. O3scoop,PER,NIL
document_000321.html,48,69,conservatory of Peris,ORG,Q463055
document_000323.html,46,74,Prince de la Tour d’Auvergne,PER,Q3132295
document_000323.html,80,98,Dake of Manchester,PER,Q860041
document_000323.html,100,108,Mr. Mure,PER,NIL
document_000324.html,73,82,Moscheles,PER,Q159551
document_000326.html,80,101,Miss Jennie H. Baxter,PER,NIL
document_000327.html,0,2,J.,PER,NIL
document_000327.html,7,16,C. Morgan,PER,NIL
document_000328.html,29,39,Mr. Braham,PER,Q1699393
document_000329.html,69,97,Kidderminster Choral Society,ORG,NIL
document_000331.html,37,51,Lupus - street,LOC,NIL
document_000331.html,68,84,Renfrew - street,LOC,NIL
document_000332.html,0,13,Mr. De Beriot,PER,Q385217
document_000333.html,4,21,Fitzwilliam Music,MISC,Q1421448
document_000338.html,43,55,M. Tolbeeque,PER,Q2871419
document_000339.html,25,39,Choral Society,ORG,NIL
document_000341.html,74,83,C. Peters,PER,NIL
document_000341.html,85,97,H. Stanbrook,PER,NIL
document_000344.html,160,171,Lord Dudley,PER,Q8019995
document_000346.html,0,5,Cupis,PER,Q1684628
document_000348.html,44,57,Covent Garden,LOC,Q55018
document_000348.html,61,71,Drury Lane,LOC,Q1756626
document_000349.html,13,35,G. and W. B. Whittaker,ORG,Q19862364
document_000349.html,41,51,Maria Lune,PER,NIL
document_000349.html,57,73,Clementi and Co.,ORG,NIL
document_000353.html,48,57,Helmstadt,LOC,Q504431
document_000355.html,83,99,Academy of Music,ORG,Q4671497
document_000356.html,0,26,The Merry Wives of Windsor,MISC,NIL
document_000357.html,0,12,Miss Alleyne,PER,NIL
document_000357.html,27,36,Shakspere,PER,Shakspere
document_000358.html,154,168,Signer -Monari,PER,Q3680460
document_000361.html,34,44,Veisailles,LOC,Q621
document_000362.html,0,40,Three Grand Sonatas for the Piano F orte,MISC,NIL
document_000365.html,4,21,Duke of Edinburgh,PER,Q158143
document_000366.html,117,122,Lucas,PER,Q5080372
document_000371.html,51,61,Rubinstein,PER,Q87567
document_000374.html,3,20,Pastoral Symphony,MISC,Q246433
document_000377.html,23,41,Duke of Cumberland,PER,Q162302
document_000378.html,37,50,Archbishop of,PER,Q3048710
document_000379.html,0,16,Mr. H. W. George,PER,NIL
document_000380.html,46,66,Leopoldstadt theatre,LOC,Q255887
document_000380.html,77,96,Der Leopard und der,MISC,NIL
document_000382.html,29,35,Gnecco,PER,Q1121021
document_000385.html,3,28,Sona of the Roving Gypsey,MISC,NIL
document_000387.html,85,110,Journal of Professor Voss,ORG,NIL
document_000389.html,0,37,Variations on a favourite Russian Air,MISC,NIL
document_000389.html,59,78,Brilliant Polonaise,MISC,NIL
document_000392.html,52,59,Messiah,MISC,Q207732
document_000393.html,0,13,National Hymn,MISC,Q40807
document_000393.html,61,76,Prince of Wales,PER,Q20875
document_000394.html,27,43,Achille in Sciro,MISC,Q18280239
document_000394.html,2,17,Amore in Musica,MISC,NIL
document_000394.html,53,76,L’Ingannatore ingannato,MISC,NIL
document_000394.html,86,97,J Olympiade,MISC,NIL
document_000395.html,14,21,Clifton,LOC,Q2376216
document_000395.html,0,9,Mr. Waite,PER,NIL
document_000395.html,46,60,Mr. Millington,PER,NIL
document_000396.html,87,92,Baden,LOC,Q4100
document_000396.html,18,35,Catl August Weber,PER,NIL
document_000397.html,0,9,Dr. Sponr,PER,Q57226
document_000398.html,151,165,Der Freischutz,MISC,Q156435
document_000400.html,21,30,Canticles,MISC,Q51670
document_000400.html,48,72,His Grace the Archbishop,PER,Q377308
document_000402.html,79,92,Musical World,MISC,Q115925788
document_000403.html,172,183,M. Quaranta,PER,NIL
document_000403.html,196,204,M. Eroff,PER,NIL
document_000403.html,220,230,M. Fontana,PER,NIL
document_000404.html,23,33,Magnificat,MISC,NIL
document_000406.html,75,93,Salle des Concerts,LOC,NIL
document_000406.html,95,108,Rue Siblequin,LOC,NIL
document_000406.html,117,142,Sociélé Philharmonique de,ORG,NIL
document_000408.html,45,55,Mr. Waters,PER,Q16859200
document_000410.html,16,29,Francis Fowke,PER,NIL
document_000410.html,39,51,Sir W. Jones,PER,NIL
document_000412.html,2,15,Le Colporteur,MISC,NIL
document_000412.html,83,90,M. Gama,PER,NIL
document_000413.html,66,80,Portland Hotel,LOC,NIL
document_000414.html,63,67,Hall,LOC,NIL
document_000417.html,31,38,America,LOC,Q30
document_000418.html,47,55,New Hall,LOC,NIL
document_000418.html,71,104,Devonshire Park and Baths Company,ORG,NIL
document_000418.html,138,150,Skating Rink,LOC,NIL
document_000419.html,19,55,West Central Organ School and Studio,ORG,NIL
document_000419.html,61,76,Vernon - street,LOC,NIL
document_000420.html,0,8,The Glee,MISC,NIL
document_000420.html,10,24,the Elf - King,MISC,NIL
document_000421.html,4,12,Crociato,MISC,NIL
document_000421.html,65,78,Melographicon,MISC,NIL
document_000421.html,84,92,Mengozzi,PER,NIL
document_000422.html,2,9,Ly fair,MISC,NIL
document_000423.html,112,129,St. Benet - place,LOC,Q130590
document_000423.html,77,90,R. S. Jackson,PER,NIL
document_000424.html,87,104,chapel of Loretto,LOC,Q654996
document_000427.html,49,60,Mr. Novello,PER,Q2526705
document_000427.html,0,6,Book 8,MISC,NIL
document_000428.html,36,41,York.,LOC,Q1984708
document_000428.html,3,15,J. L. Peters,PER,NIL
document_000428.html,32,35,New,LOC,New
document_000429.html,0,6,Seguin,PER,NIL
document_000430.html,46,64,Duke of Cumberland,PER,Q162302
document_000432.html,0,13,M. Le- vassor,PER,Q3385954
document_000434.html,0,24,The Banks of Allan Water,MISC,NIL
document_000436.html,4,19,W. H.- Cummings,PER,Q3827349
document_000440.html,41,62,Mass for Eight Voices,MISC,Q723790
document_000440.html,0,24,Quoniam tu sanctus solus,MISC,NIL
document_000441.html,69,89,M. W. P. de C. Vrugt,PER,NIL
document_000441.html,111,120,M. Lafont,PER,NIL
document_000442.html,0,7,Society,ORG,NIL
document_000442.html,39,54,British Schools,ORG,NIL
document_000443.html,0,7,Steiner,PER,NIL
document_000444.html,0,37,Three Easy Duets for Two Violoncellos,MISC,NIL
document_000446.html,8,18,Magnificat,MISC,NIL
document_000446.html,23,36,Nunc dimittis,MISC,NIL
document_000447.html,29,30,T,PER,NIL
document_000448.html,0,9,Battimore,LOC,Q5092
document_000449.html,83,97,GEorGE Norsury,PER,NIL
document_000450.html,8,21,H. C. Sturton,PER,NIL
document_000450.html,72,93,Morden College Chapel,LOC,NIL
document_000451.html,124,144,Prince of Swartzburg,PER,Q832878
document_000453.html,109,117,St. Mark,LOC,Q172988
document_000455.html,44,67,Memoir of Central India,MISC,NIL
document_000457.html,16,28,Mrs. A. Shaw,PER,NIL
document_000457.html,30,41,Mr. Bennett,PER,NIL
document_000457.html,47,59,Mr. Phillips,PER,NIL
document_000458.html,88,107,Il favore degli dei,MISC,NIL
document_000458.html,111,132,La Gloria degli amori,MISC,NIL
document_000458.html,136,143,Eraelea,MISC,NIL
document_000459.html,0,14,Agnes Robinson,PER,NIL
document_000459.html,16,31,Mrs. Carmichael,PER,NIL
document_000459.html,37,51,Messrs. Hobart,PER,NIL
document_000459.html,53,58,Peake,PER,NIL
document_000459.html,60,72,C. J. Lenton,PER,NIL
document_000459.html,78,87,C. Wilson,PER,NIL
document_000460.html,100,114,Mr. Waddington,PER,NIL
document_000461.html,26,36,MISS DOLBY,PER,Q4164386
document_000461.html,41,68,FELIX MENDELLSOAN BARTHOLDY,PER,Q46096
document_000465.html,31,36,Costa,PER,NIL
document_000466.html,69,84,Haoway - street,LOC,NIL
document_000466.html,114,146,Choruses in the Messiah as Duets,MISC,NIL
document_000467.html,32,42,Miss Paton,PER,Q16888398
document_000467.html,77,99,Mademoiselle Brambilla,PER,Q3984276
document_000468.html,5,17,Maid of Isla,MISC,NIL
document_000469.html,46,62,Jupiter Symphony,MISC,Q232367
document_000471.html,53,70,Marlborough Honse,LOC,Q565532
document_000471.html,93,131,His Royal Highness the Prince of Wales,PER,Q20875
document_000471.html,20,44,South Wales Choral Union,ORG,NIL
document_000473.html,2,18,Pastoral Cantata,MISC,NIL
document_000473.html,46,63,FREDERICK BaLpwin,PER,NIL
document_000474.html,19,29,Mrs. Barry,PER,NIL
document_000474.html,31,42,Miss Little,PER,NIL
document_000474.html,47,64,Mr. Thomas Acland,PER,NIL
document_000475.html,33,47,O Cara Memoria,MISC,NIL
document_000475.html,53,64,Jerome Paer,PER,NIL
document_000476.html,0,7,Clifton,PER,NIL
document_000476.html,33,39,Coccia,PER,NIL
document_000476.html,42,45,Ero,MISC,NIL
document_000477.html,201,214,Jubel Cantata,MISC,NIL
document_000478.html,0,6,Gloria,MISC,NIL
document_000478.html,7,9,in,MISC,NIL
document_000478.html,10,18,Excelsis,MISC,NIL
document_000478.html,60,74,Mass Fantasias,MISC,NIL
document_000478.html,81,87,Martha,PER,NIL
document_000480.html,54,67,opera of Dido,MISC,NIL
document_000481.html,22,36,Mrs. Batchelor,PER,NIL
document_000481.html,38,54,Miss E. Thompson,PER,NIL
document_000481.html,64,75,G. Eagleton,PER,NIL
document_000481.html,77,82,Hagan,PER,NIL
document_000481.html,84,97,F. O. Stevens,PER,NIL
document_000481.html,99,105,Wickes,PER,NIL
document_000481.html,111,125,Master Moorley,PER,NIL
document_000483.html,78,91,G. Hargreaves,PER,NIL
document_000483.html,93,109,Knightley Grange,LOC,NIL
document_000486.html,54,65,Massaniello,MISC,Q470773
document_000486.html,0,8,Mr. Wyke,PER,NIL
document_000488.html,11,38,St. Mary - at - Hiil Church,LOC,Q7594548
document_000488.html,51,55,City,LOC,Q84
document_000490.html,0,33,The Sun on the Lake shines serene,MISC,NIL
document_000492.html,22,29,M. Amme,PER,NIL
document_000493.html,10,24,Richard Clarke,PER,NIL
document_000494.html,68,78,Great Room,LOC,NIL
document_000495.html,0,6,Braham,PER,Q5231664
document_000496.html,34,52,Sir Fohn Stevenson,PER,Q4442571
document_000496.html,0,23,The Rose and the Lil ly,MISC,NIL
document_000498.html,0,14,Walter j. kiey,PER,NIL
document_000498.html,33,72,Railway Clearing House Musical Society+,ORG,NIL
document_000499.html,89,112,his Majesty the Emperor,PER,Q76555
document_000500.html,57,66,Dr. Spark,PER,NIL
document_000504.html,4,19,Greek Committee,ORG,Q2985590
document_000506.html,0,10,Mr. Cramer,PER,Q455212
document_000507.html,21,29,Angelica,MISC,NIL
document_000509.html,54,67,Messrs. Lewis,PER,NIL
document_000510.html,17,40,Joseph and his Brethren,MISC,Q3184458
document_000511.html,60,69,Mr. Pixis,PER,Q571716
document_000514.html,2,19,The Wild Hyacinth,MISC,NIL
document_000514.html,41,56,J. F. Walmisley,PER,NIL
document_000516.html,37,50,Thomas Haynes,PER,Q7790528
document_000516.html,0,21,Songs from Fairy Land,MISC,NIL
document_000519.html,4,13,Impromptu,MISC,Q7912616
document_000520.html,0,12,Mr. J. Jones,PER,NIL
document_000520.html,44,61,Mr. F. C. Watkins,PER,NIL
