doc_id,start_pos,end_pos,surface,type,identifier
document_000064.html,84,97,Ferdinando IV,PER,Q312325
document_000064.html,182,192,Pitagorici,MISC,NIL
document_000066.html,174,182,Lamberti,PER,Q22287284
document_000066.html,503,509,Gianni,PER,Q1441051
document_000067.html,72,77,Rocca,PER,Q3817438
document_000067.html,252,260,Augusteo,LOC,Q3616668
document_000068.html,176,197,R. Conserv.di Palermo,ORG,Q3687235
document_000069.html,84,88,Roma,LOC,Q220
document_000069.html,233,251,Teatro di Altamutr,LOC,Q46498333
document_000070.html,70,77,Carelli,PER,Q5372752
document_000070.html,186,194,Floridia,PER,Q3903877
document_000070.html,217,227,Mascheroni,PER,Q3719624
document_000071.html,61,72,Mefistofele,MISC,Q935669
document_000071.html,86,98,nell’Ovtedlo,MISC,Q172324
document_000071.html,115,135,Cavalleria rusticana,MISC,Q221806
document_000071.html,147,153,Gloria,MISC,Q3772420
document_000071.html,317,321,Jris,MISC,Q474647
document_000075.html,165,172,Cazzola,PER,Q3680481
document_000075.html,179,204,Compaonia dello Stacchini,ORG,Q3620241
document_000076.html,90,97,Cazzola,PER,Q3680481
document_000076.html,222,229,Firenze,LOC,Q2044
document_000077.html,13,38,Compagnia dello Stacchini,ORG,Q3620241
document_000077.html,87,93,Romani,PER,NIL
document_000078.html,8,25,Angelo Bartelloni,PER,Q102284384
document_000079.html,61,66,Patti,PER,Q234166
document_000079.html,108,118,Frezzolini,PER,Q451231
document_000079.html,233,240,Bellini,PER,Q170209
document_000080.html,140,145,Proni,PER,NIL
document_000081.html,123,130,Bellini,PER,NIL
document_000081.html,221,225,Buti,PER,Q962487
document_000082.html,59,64,Nigra,PER,Q962574
document_000083.html,287,294,Favoria,MISC,Q467394
document_000084.html,96,104,Pedrotti,PER,Q766389
document_000084.html,211,225,PozziBranzanti,PER,Q26196588
document_000085.html,3,8,Pozzi,PER,Q26196588
document_000085.html,136,141,Pozzi,PER,Q26196588
document_000085.html,223,230,Steller,PER,Q102288831
document_000086.html,22,30,Squarcia,PER,Q102279050
document_000086.html,177,185,Squarcia,PER,Q102279050
document_000086.html,117,139,il Barbiere di Sivigha,MISC,Q208659
document_000087.html,287,294,Favoria,MISC,Q467394
document_000087.html,315,320,Marta,MISC,Q168488
document_000087.html,379,387,Fioretti,PER,Q22964559
document_000088.html,98,106,Pedrotti,PER,Q766389
document_000088.html,213,227,PozziBranzanti,PER,Q26196588
document_000089.html,125,142,Ballo in Maschera,MISC,Q221757
document_000089.html,166,175,Gazzaniga,PER,Q1764831
document_000089.html,284,292,Favorita,MISC,Q467394
document_000089.html,450,456,Ernani,MISC,Q211279
document_000090.html,0,4,Grau,PER,Q55720644
document_000090.html,172,191,Diario della Marina,ORG,Q5351147
document_000090.html,293,302,Gazzaniga,PER,Q1764831
document_000091.html,70,86,Aristide Gandrey,PER,Q108614921
document_000091.html,292,301,Zanardini,PER,Q3617278
document_000093.html,3,18,teatro Brunetti,LOC,Q3516753
document_000093.html,130,137,Emanuel,PER,Q3767166
document_000093.html,287,294,Treviso,LOC,Q5475
document_000093.html,335,349,Stella Bonheur,PER,Q102075957
document_000095.html,243,259,Luigi Muncinelli,PER,Q2754918
document_000096.html,0,8,Nouvelli,PER,Q20006145
document_000096.html,194,202,Nouvelli,PER,Q20006145
document_000096.html,360,370,Telramondo,PER,Q55011259
document_000097.html,300,310,John Urich,PER,NIL
document_000098.html,219,224,Urich,PER,NIL
document_000099.html,80,98,Diario de Noticias,ORG,Q508252
document_000099.html,276,281,Dotti,PER,Q101499677
document_000100.html,23,33,Campobasso,LOC,Q3497
document_000101.html,69,76,De Vere,PER,Q19998212
document_000101.html,185,192,De Vere,PER,Q19998212
document_000101.html,223,227,Roma,LOC,Q220
document_000102.html,3,17,teatro Rossini,LOC,NIL
document_000104.html,136,144,Ugonottt,MISC,Q466848
document_000104.html,147,155,Africana,MISC,Q784719
document_000104.html,157,162,Ebrea,MISC,Q339043
document_000105.html,61,65,casa,MISC,Q102286821
document_000105.html,188,203,teatro Brunetti,LOC,Q3516753
document_000105.html,315,322,Emanuel,PER,Q3767166
document_000106.html,161,167,Borghi,PER,Q3732024
document_000106.html,269,275,Italia,LOC,Q38
document_000107.html,70,86,Giovanni Sirauss,PER,Q83309
document_000107.html,88,105,Una oie a Venezia,MISC,Q1306554
document_000107.html,111,118,Voghera,LOC,Q39981
document_000108.html,66,75,Politeama,LOC,Q3907408
document_000108.html,126,134,Delibers,PER,Q98716472
document_000108.html,255,262,Gerster,PER,Q450600
document_000109.html,2,16,teatro Rossini,LOC,Q523565
document_000109.html,118,129,Marescalchi,PER,Q30416690
document_000109.html,177,188,Marescalchi,PER,Q30416690
document_000110.html,2,18,teatro Bellecour,LOC,Q4221
document_000110.html,22,27,Lione,LOC,Q456
document_000110.html,86,94,Violetti,PER,NIL
document_000110.html,170,175,Blasi,PER,Q112161628
document_000110.html,181,191,San Pietro,LOC,Q18505526
document_000110.html,195,202,Lavagna,LOC,Q48111
document_000111.html,0,8,Patrasso,LOC,Q133123
document_000113.html,19,36,Musique Populaire,ORG,NIL
document_000113.html,301,305,Rene,PER,NIL
document_000114.html,221,236,Pietro Lombardi,PER,NIL
document_000116.html,46,54,Ruy Blas,MISC,Q3453685
document_000116.html,135,140,Lucia,MISC,Q244209
document_000117.html,58,66,Sonzogno,PER,Q534354
document_000117.html,140,154,Cecilia Ritter,PER,Q104517733
document_000119.html,233,241,Barbieri,PER,Q3724335
document_000120.html,192,200,Ugonotti,MISC,Q466848
document_000120.html,209,217,Costanzi,LOC,Q1050350
document_000121.html,26,35,Trovatore,MISC,Q203470
document_000121.html,80,86,Napoli,LOC,Q2634
document_000122.html,46,57,Caltagirone,PER,NIL
document_000122.html,91,96,Saffo,MISC,Q7398751
document_000122.html,187,194,Terrigi,PER,Q102281798
document_000123.html,3,8,Parma,LOC,Q2683
document_000123.html,302,307,Parma,LOC,Q2683
document_000123.html,44,50,Stella,MISC,NIL
document_000123.html,51,59,d’Auteri,PER,Q3945947
document_000123.html,62,77,Regina dt Cipro,MISC,Q3185464
document_000123.html,81,87,Halery,PER,Q313917
document_000123.html,271,279,Barbieri,PER,Q3724335
document_000124.html,51,58,Firenze,LOC,Q2044
document_000124.html,79,88,Sparapani,PER,Q16699975
document_000124.html,207,214,Amneris,PER,Q50732179
document_000124.html,257,264,Treviso,LOC,Q5475
document_000124.html,288,295,Pozzoni,PER,Q14507260
document_000125.html,19,26,Bonheur,PER,Q102075957
document_000125.html,238,245,Bonheur,PER,Q102075957
document_000126.html,14,19,Gabbi,PER,Q15057396
document_000126.html,34,43,Petrovich,PER,Q4229603
document_000126.html,176,181,Engel,PER,Q7192034
document_000127.html,100,105,Faust,MISC,Q745951
document_000127.html,131,146,Pietro Lombardi,PER,NIL
document_000127.html,186,196,Barcellona,LOC,Q1492
document_000128.html,2,19,Valenza di Spagna,LOC,Q8818
document_000128.html,111,116,Ebreo,MISC,Q3202810
document_000128.html,197,202,Faust,MISC,Q745951
document_000129.html,34,40,Russel,PER,Q435415
document_000129.html,74,79,Lucic,MISC,Q244209
document_000129.html,85,91,Madrid,LOC,Q2807
document_000129.html,122,128,Amleto,MISC,Q631016
document_000130.html,134,140,Rimini,LOC,Q13369
document_000131.html,190,210,Gazzetta dell Emilia,ORG,Q105952383
document_000132.html,168,185,R. Teatro Salvini,LOC,NIL
document_000133.html,41,53,Re di Lahore,MISC,Q2456112
document_000134.html,142,157,Musica Militare,MISC,NIL
document_000134.html,174,185,Gran Teatro,LOC,Q223942
document_000134.html,226,235,Forestier,PER,Q98647240
document_000135.html,6,13,De Vere,PER,Q19998212
document_000135.html,34,52,Pardon de Ploermel,MISC,Q470739
document_000135.html,90,98,Mireille,MISC,Q843042
document_000136.html,142,157,Musica Militare,MISC,NIL
document_000136.html,174,185,Gran Teatro,LOC,Q223942
document_000136.html,226,235,Forestier,PER,Q98647240
document_000138.html,95,102,Valenti,PER,NIL
document_000138.html,144,156,Duca Alfonso,PER,Q188346
document_000139.html,43,57,teatro Rossini,LOC,Q3516769
document_000140.html,28,35,Trieste,LOC,Q546
document_000140.html,135,142,Trieste,LOC,Q546
document_000140.html,245,256,Fra Diavolo,PER,Q1440309
document_000141.html,119,147,teatro Principale di Valenza,LOC,Q3329707
document_000143.html,129,159,Ouvertuve des Ruines è Atkenes,MISC,Q862609
document_000143.html,204,228,La madre di lord Parnell,PER,Q75616553
document_000143.html,273,290,Camera dei Comuni,ORG,Q11005
document_000144.html,168,174,Modena,LOC,Q279
document_000144.html,223,228,Rouia,LOC,Q220
document_000145.html,24,30,Apollo,LOC,Q3516772
document_000145.html,192,198,Creola,MISC,Q109242578
document_000146.html,143,150,Ortruda,PER,Q33291883
document_000146.html,167,174,Bologna,LOC,Q1891
document_000147.html,65,71,Creola,MISC,Q109242578
document_000147.html,214,226,Re di Lahore,MISC,Q2456112
document_000148.html,3,9,Branca,PER,Q3778880
document_000148.html,65,82,teatro di Catania,LOC,NIL
document_000150.html,4,19,Musica Popolare,ORG,NIL
document_000150.html,58,66,Sonzogno,MISC,Q528397
document_000151.html,10,20,Barcellona,LOC,Q1492
document_000151.html,60,64,Vico,PER,NIL
document_000151.html,77,83,Borghi,PER,Q3732024
document_000151.html,294,301,Vergnet,PER,Q5338932
document_000152.html,10,31,Societa del Quartetto,ORG,NIL
document_000152.html,190,201,Crescentini,PER,Q21548176
document_000153.html,26,31,Laban,PER,NIL
document_000153.html,125,131,Borghi,PER,Q3732024
document_000154.html,49,56,Foscari,MISC,Q468112
document_000154.html,243,250,Foscari,MISC,Q468112
document_000154.html,231,240,Francoxeo,PER,Q503874
document_000155.html,0,8,Martucci,PER,Q769966
document_000155.html,226,232,Boghen,PER,Q55225713
document_000156.html,47,55,Peritant,MISC,Q470886
document_000157.html,195,203,Cattaneo,PER,Q16662306
document_000158.html,35,41,Tofano,PER,Q4461492
document_000158.html,80,98,Giovanni Minuzzi.e,PER,NIL
document_000158.html,159,167,Nouvelli,PER,Q20006145
document_000159.html,137,155,Tristano ed Isotta,MISC,Q1324254
document_000159.html,265,273,~ermania,LOC,Q183
document_000160.html,23,31,Volfrano,PER,Q18821
document_000160.html,36,46,Tannhduser,MISC,Q560619
document_000160.html,241,248,Bologna,LOC,Q1891
document_000161.html,10,23,Carlo Meluzzi,PER,NIL
document_000163.html,163,169,Borghi,PER,Q3732024
document_000164.html,3,16,Popolo Romano,ORG,Q21192546
document_000165.html,44,53,Argentina,LOC,Q588377
document_000165.html,77,84,Gayarre,PER,Q1366357
document_000165.html,87,97,Pandolfini,PER,Q11922930
document_000168.html,144,159,S. M. la Regina,PER,Q135631
document_000168.html,291,314,marchesa di Villamarina,PER,Q27177923
document_000169.html,3,25,Ga:- ' zetta Nazionale,ORG,Q371338
document_000169.html,62,67,Carpi,PER,NIL
document_000170.html,197,202,Pozzi,PER,NIL
document_000171.html,24,32,Angeloni,PER,NIL
document_000171.html,313,322,Steinbach,PER,Q61512819
document_000172.html,243,247,Enzo,PER,NIL
document_000175.html,0,17,Odoardo Sottolana,PER,Q102279709
document_000175.html,121,138,Odoardo Sottolana,PER,Q102279709
document_000175.html,215,229,G. B. De Negri,PER,Q3766640
document_000175.html,310,324,G. B. De Negri,PER,Q3766640
document_000175.html,233,244,Alessandria,LOC,Q6088
document_000175.html,246,254,Piemonte,LOC,Q1216
document_000175.html,332,338,Torino,LOC,Q495
document_000176.html,77,82,Ebrea,MISC,Q339043
document_000176.html,85,92,Profeta,MISC,Q263297
document_000176.html,215,223,De Negri,PER,Q3766640
document_000178.html,0,18,Arturo Marescaichi,PER,Q30416690
document_000178.html,89,109,Arturo . Marescalchi,PER,Q30416690
document_000179.html,142,148,Napoli,LOC,Q2634
document_000179.html,167,173,Milano,LOC,Q490
document_000180.html,82,90,acEmpyre,LOC,Q3724821
document_000180.html,144,151,Bologna,LOC,Q1891
document_000180.html,209,213,Roma,LOC,Q220
document_000181.html,153,160,Brasile,LOC,Q155
document_000183.html,7,15,De Negri,PER,Q3766640
document_000183.html,46,54,Piemonte,LOC,Q1216
document_000184.html,23,32,Mendioroz,PER,Q102286504
document_000184.html,241,246,Ditta,MISC,Q1046463
document_000185.html,272,278,Boghen,PER,Q55225713
document_000186.html,108,113,Faust,MISC,NIL
document_000186.html,150,158,Germania,LOC,Q183
document_000186.html,288,298,Margherita,PER,NIL
document_000186.html,326,336,Margherita,PER,NIL
document_000187.html,29,37,Montaldo,PER,NIL
document_000187.html,133,142,Cardinali,PER,Q61483965
document_000187.html,355,363,Ruy Blas,MISC,Q3453685
document_000188.html,51,62,Delle Sedie,PER,Q3725732
document_000188.html,73,82,Pie Jesus,MISC,Q11499275
document_000188.html,86,95,Stradella,PER,NIL
document_000188.html,177,200,teatro Principe Alfonso,LOC,Q15640791
document_000189.html,47,61,teatro di Bari,LOC,NIL
document_000189.html,332,340,Seppilli,PER,Q21081439
document_000189.html,408,421,Vittorio Pepe,PER,Q102076094
document_000190.html,33,39,Attila,MISC,Q211460
document_000190.html,47,54,Venezia,LOC,Q641
document_000190.html,214,239,S. M. la Regina di Spagna,PER,Q538125
document_000191.html,11,18,Gargano,PER,Q57239339
document_000191.html,19,26,Gargano,PER,Q57239339
document_000192.html,301,308,Treviso,LOC,Q5475
document_000192.html,342,357,Francesco Pozzi,PER,NIL
document_000193.html,16,22,Oviedo,LOC,Q14317
document_000193.html,91,98,Camogli,LOC,Q266604
document_000193.html,197,205,Ugonotti,MISC,Q466848
document_000194.html,58,81,teatro Principe Alfonso,LOC,Q15640791
document_000194.html,142,156,teatro di Bari,LOC,NIL
document_000195.html,176,184,Seppilli,PER,Q21081439
document_000195.html,252,265,Vittorio Pepe,PER,Q102076094
document_000196.html,232,237,Agram,LOC,Q1435
document_000197.html,2,12,Barcellona,LOC,Q1492
document_000197.html,16,23,Borelli,PER,Q30077493
document_000197.html,26,35,Lucignani,PER,NIL
document_000197.html,64,72,Gioconda,MISC,Q748840
document_000197.html,113,118,Nizza,LOC,Q33959
document_000197.html,123,132,Trovatore,MISC,Q203470
document_000198.html,81,89,Brindisi,LOC,Q13496
document_000198.html,136,141,Malta,LOC,Q233
document_000198.html,175,183,Gioconda,MISC,Q748840
document_000199.html,71,79,Martucci,PER,Q769966
document_000199.html,189,193,Busi,PER,Q11904863
document_000201.html,9,18,Schneider,PER,Q88791594
document_000201.html,27,37,il Lamento,MISC,Q109244005
document_000202.html,64,69,Reger,PER,Q57139
document_000204.html,191,198,Miassin,PER,Q359383
document_000212.html,113,118,Baden,PER,Q486450
document_000212.html,225,231,Wendel,PER,Q1303289
document_000213.html,37,52,Quinta sinfonia,MISC,Q188709
document_000214.html,116,135,Sinfonia incompiuta,MISC,Q651383
document_000215.html,5,13,Seriabin,PER,Q185647
document_000215.html,41,57,diterza Sinfonia,MISC,Q223538
document_000216.html,108,127,sinfonia di sol min,MISC,Q231390
document_000218.html,0,18,La sinfonia eroica,MISC,Q157489
document_000219.html,37,45,Juventus,MISC,Q109001794
document_000219.html,52,60,DiSabata,PER,Q464890
document_000221.html,44,59,Maestri Cantori,MISC,Q465540
document_000221.html,88,98,Anacreonte,MISC,Q4750726
document_000222.html,54,66,Santoliquide,PER,Q3817387
document_000222.html,84,93,Tarantini,PER,NIL
document_000222.html,128,132,Fano,PER,Q3779156
document_000222.html,134,147,dell’Agostini,PER,Q3855836
document_000222.html,153,160,Panizza,PER,Q3762212
document_000222.html,195,204,Marinuzzi,PER,Q3106818
document_000223.html,28,35,Firenze,LOC,Q2044
document_000224.html,3,17,Inno trionfale,MISC,NIL
document_000224.html,72,87,Le sette parole,MISC,Q1219505
document_000226.html,35,44,Opernhaus,LOC,NIL
document_000226.html,45,55,difBerlino,LOC,Q64
document_000229.html,149,155,Parigi,LOC,Q90
document_000230.html,123,127,Bach,PER,Q1339
document_000230.html,187,196,do minore,MISC,Q146793
document_000231.html,102,126,Liceo Benedetto Marcello,ORG,Q945776
document_000233.html,60,67,Strauss,PER,Q13894
document_000235.html,44,54,Ukolebavke,MISC,Q6612905
document_000235.html,139,144,Sesta,MISC,Q246589
document_000236.html,35,40,Novak,PER,Q347611
document_000240.html,79,87,M. Costa,PER,Q1515576
document_000241.html,90,97,in Alto,MISC,Q109002192
document_000242.html,37,46,M. Baroni,PER,NIL
document_000242.html,133,142,Piccaluga,PER,Q20006109
document_000242.html,155,162,Dilelio,PER,Q33119369
document_000244.html,134,152,dell’Ente Autonomo,LOC,Q5471
document_000246.html,36,44,Lalstaff,MISC,Q318455
document_000247.html,0,19,Larbiere di Sivigla,MISC,Q208659
document_000247.html,76,86,De Hidalgo,PER,Q465195
document_000247.html,99,106,Hackett,PER,Q767676
document_000249.html,138,146,Catalani,PER,Q352722
document_000249.html,187,192,Scala,LOC,Q5471
document_000249.html,216,235,Margherita Sheridan,PER,Q6759227
document_000250.html,35,51,Maestrit Canfori,MISC,Q465540
document_000250.html,213,222,Wildbrunn,PER,Q89504
document_000250.html,239,249,De Angelis,PER,Q2536286
document_000251.html,150,165,Maestri Cantort,MISC,Q465540
document_000251.html,195,207,Debora Jacle,MISC,Q5320172
document_000252.html,10,14,Rota,PER,Q97571478
document_000252.html,16,26,Rovescalli,PER,Q94288706
document_000252.html,39,46,Santoni,PER,NIL
document_000253.html,143,147,Roma,LOC,Q220
document_000253.html,133,147,Premio di Roma,MISC,Q3405483
document_000254.html,44,59,Schola cantorum,ORG,NIL
document_000254.html,104,112,Cappelle,LOC,Q1236085
document_000255.html,5,27,Sala della Filarmonica,LOC,Q3982262
document_000256.html,6,25,Liceo di S. Cecilia,ORG,Q181410
document_000256.html,49,73,Conservatorio di Palermo,ORG,Q3687235
document_000256.html,83,102,Marsilio Ceccarelli,PER,Q102289005
document_000260.html,0,15,Filippo Vinardi,PER,Q102280116
document_000261.html,98,105,A DANTE,MISC,NIL
document_000262.html,9,17,Juventus,MISC,Q109001794
document_000262.html,21,33,A. De Sabata,PER,Q464890
document_000266.html,45,53,Cappella,ORG,Q1236085
document_000267.html,9,25,Cappella Sistina,ORG,Q1236085
document_000269.html,21,28,Casella,PER,Q337343
document_000269.html,129,140,do maggiore,MISC,Q1022293
document_000272.html,159,176,Aristide Sartorio,PER,Q1062517
document_000274.html,40,46,Chopin,PER,Q1268
document_000274.html,53,61,Schtmann,PER,Q7351
document_000275.html,87,95,Augusteo,LOC,Q3616668
document_000277.html,33,41,Molinari,PER,Q2619703
document_000285.html,85,94,L. Refice,PER,NIL
document_000286.html,6,18,Sala Smetana,LOC,Q15712623
document_000286.html,99,131,Sensifiva per canto ed orchestra,MISC,Q109242823
document_000288.html,13,23,Papa Ratti,PER,Q42323
document_000290.html,22,29,Arcadia,ORG,Q338478
document_000292.html,6,11,Monti,PER,Q723643
document_000292.html,43,61,Matrimonio segreto,MISC,Q428319
document_000292.html,99,106,Borroni,PER,Q600955
document_000293.html,191,197,Italia,LOC,Q38
document_000293.html,290,300,Stuttgarda,LOC,Q1022
document_000293.html,341,345,Roma,LOC,Q220
document_000293.html,371,385,Gnea nel Lazio,MISC,NIL
document_000294.html,37,44,Borroni,PER,Q600955
document_000296.html,314,335,La Locandiera scaltra,MISC,NIL
document_000297.html,32,45,Giorgi Belloc,PER,Q3984271
document_000299.html,120,127,Parnaso,LOC,Q105261
document_000299.html,173,180,Parnaso,LOC,Q105261
document_000300.html,44,49,Monti,PER,Q723643
document_000302.html,123,129,Napoli,LOC,Q2634
document_000303.html,180,192,i Pitagorici,MISC,NIL
document_000304.html,192,200,d'Italia,LOC,Q38
document_000305.html,117,123,Europa,LOC,Q46
document_000308.html,70,77,Carelli,PER,Q5372752
document_000308.html,186,194,Floridia,PER,Q3903877
document_000308.html,206,213,Lorenza,MISC,Q109002506
document_000308.html,217,227,Mascheroni,PER,Q3719624
document_000309.html,144,155,Guglielmina,PER,NIL
document_000310.html,30,37,Cazzola,PER,Q3680481
document_000310.html,162,169,Firenze,LOC,Q2044
document_000311.html,25,31,Genova,LOC,Q1449
document_000312.html,11,18,Cazzola,PER,Q3680481
document_000314.html,0,10,la Sonnand,MISC,Q753123
document_000314.html,14,29,Teatro Pagliano,LOC,Q3982191
document_000314.html,62,72,Frezzolini,PER,Q451231
document_000315.html,16,21,Patti,PER,Q234166
document_000315.html,76,86,Frezzolini,PER,Q451231
document_000318.html,0,8,PIACENZA,LOC,Q13329
document_000318.html,164,171,Bellini,PER,NIL
document_000318.html,262,266,Buti,PER,NIL
document_000319.html,24,30,Glauco,PER,NIL
document_000320.html,50,58,Lombardi,MISC,Q468625
document_000320.html,120,128,Graziani,PER,Q291007
document_000322.html,92,114,Francesco Maria Albini,PER,Q98636701
document_000326.html,115,138,Conservatorio di Musica,ORG,Q215539
document_000327.html,3,19,Teatro del Corso,LOC,Q21077427
document_000327.html,139,149,Montignani,PER,NIL
document_000331.html,23,40,Teatro di Ferrara,LOC,Q321950
document_000332.html,75,92,Piazza S. Martino,LOC,NIL
document_000332.html,94,112,Palazzo Santinelli,LOC,NIL
document_000334.html,94,104,John Urich,PER,NIL
document_000335.html,9,18,Schneider,PER,Q214659
